0.0005	0.0
0.001	2.5075169088131844e-07
0.0015	5.017546359618607e-07
0.002	7.530092130676491e-07
0.0025	1.0045158007823717e-06
0.003	1.2562747784496025e-06
0.0035	1.508286526174784e-06
0.004	1.7605514248268176e-06
0.0045	2.0130698560402575e-06
0.005	2.2658422022173008e-06
0.0055	2.5188688465292723e-06
0.006	2.7721501729191387e-06
0.0065	3.025686566102881e-06
0.007	3.279478411571985e-06
0.0075	3.5335260955949547e-06
0.008	3.787830005219623e-06
0.0085	4.042390528274699e-06
0.009	4.297208053372277e-06
0.0095	4.552282969909393e-06
0.01	4.80761566807004e-06
0.0105	5.063206538827422e-06
0.011	5.319055973945734e-06
0.0115	5.575164365982144e-06
0.012	5.831532108289007e-06
0.0125	6.088159595015605e-06
0.013	6.345047221110417e-06
0.0135	6.602195382322956e-06
0.014	6.859604475205895e-06
0.0145	7.117274897117174e-06
0.015	7.37520704622186e-06
0.0155	7.63340132149443e-06
0.016	7.89185812272034e-06
0.0165	8.15057785049906e-06
0.017	8.409560906244833e-06
0.0175	8.668807692189939e-06
0.018	8.928318611386252e-06
0.0185	9.188094067706999e-06
0.019	9.448134465849683e-06
0.0195	9.708440211337395e-06
0.02	9.969011710521298e-06
0.0205	1.0229849370582841e-05
0.021	1.0490953599535742e-05
0.0215	1.075232480622772e-05
0.022	1.1013963400343479e-05
0.0225	1.1275869792406041e-05
0.023	1.153804439377955e-05
0.0235	1.1800487616670815e-05
0.024	1.2063199874132029e-05
0.0245	1.2326181580062322e-05
0.025	1.2589433149210641e-05
0.0255	1.2852954997177382e-05
0.026	1.3116747540416823e-05
0.0265	1.3380811196239345e-05
0.027	1.3645146382813249e-05
0.0275	1.3909753519167578e-05
0.028	1.4174633025193955e-05
0.0285	1.4439785321648789e-05
0.029	1.4705210830155479e-05
0.0295	1.49709099732071e-05
0.03	1.5236883174168051e-05
0.0305	1.5503130857276648e-05
0.031	1.5769653447646962e-05
0.0315	1.603645137127166e-05
0.032	1.6303525055024276e-05
0.0325	1.6570874926660895e-05
0.033	1.683850141482262e-05
0.0335	1.710640494903846e-05
0.034	1.7374585959726622e-05
0.0345	1.764304487819806e-05
0.035	1.791178213665754e-05
0.0355	1.8180798168206674e-05
0.036	1.845009340684605e-05
0.0365	1.8719668287477858e-05
0.037	1.8989523245907774e-05
0.0375	1.925965871884747e-05
0.038	1.953007514391711e-05
0.0385	1.980077295964745e-05
0.039	2.0071752605482886e-05
0.0395	2.0343014521782622e-05
0.04	2.061455914982426e-05
0.0405	2.0886386931805464e-05
0.041	2.115849831084648e-05
0.0415	2.1430893730993133e-05
0.042	2.1703573637218258e-05
0.0425	2.1976538475424732e-05
0.043	2.2249788692447953e-05
0.0435	2.2523324736057954e-05
0.044	2.2797147054962278e-05
0.0445	2.3071256098807888e-05
0.045	2.3345652318183967e-05
0.0455	2.3620336164624292e-05
0.046	2.3895308090609923e-05
0.0465	2.4170568549571535e-05
0.047	2.4446117995891425e-05
0.0475	2.4721956884907197e-05
0.048	2.4998085672912937e-05
0.0485	2.527450481716252e-05
0.049	2.555121477587238e-05
0.0495	2.5828216008222777e-05
0.05	2.6105508974361984e-05
0.0505	2.6383094135407458e-05
0.051	2.6660971953449398e-05
0.0515	2.6939142891552456e-05
0.052	2.721760741375912e-05
0.0525	2.7496365985091624e-05
0.053	2.7775419071555074e-05
0.0535	2.8054767140139308e-05
0.054	2.8334410658822604e-05
0.0545	2.8614350096573386e-05
0.055	2.8894585923353023e-05
0.0555	2.9175118610118496e-05
0.056	2.9455948628825522e-05
0.0565	2.9737076452430487e-05
0.057	3.0018502554893353e-05
0.0575	3.030022741118049e-05
0.058	3.0582251497267056e-05
0.0585	3.086457529014028e-05
0.059	3.114719926780118e-05
0.0595	3.1430123909268095e-05
0.06	3.171334969457903e-05
0.0605	3.1996877104794485e-05
0.061	3.228070662200004e-05
0.0615	3.256483872930924e-05
0.062	3.284927391086627e-05
0.0625	3.313401265184853e-05
0.063	3.3419055438470024e-05
0.0635	3.370440275798307e-05
0.064	3.399005509868205e-05
0.0645	3.4276012949906096e-05
0.065	3.456227680204103e-05
0.0655	3.484884714652275e-05
0.066	3.5135724475840716e-05
0.0665	3.5422909283539347e-05
0.067	3.571040206422228e-05
